date,state,county,candidate,party,candidatevotes,totalvotes
11/4/2008,IA,Guthrie,Other,other,148,5847
11/4/2008,IA,Hamilton,Obama,democrat,4018,8078
11/4/2008,IA,Hamilton,McCain,republican,3913,8078
11/4/2008,IA,Hamilton,Other,other,147,8078
11/4/2008,IA,Hancock,Obama,democrat,2805,5930
11/4/2008,IA,Hancock,McCain,republican,3016,5930
11/4/2008,IA,Hancock,Other,other,109,5930
11/4/2008,IA,Hardin,Obama,democrat,4393,8859
11/4/2008,IA,Hardin,McCain,republican,4315,8859
11/4/2008,IA,Hardin,Other,other,151,8859
11/4/2008,IA,Harrison,Obama,democrat,3555,7578
11/4/2008,IA,Harrison,McCain,republican,3909,7578
11/4/2008,IA,Harrison,Other,other,114,7578
11/4/2008,IA,Henry,Obama,democrat,4349,9377
11/4/2008,IA,Henry,McCain,republican,4822,9377
11/4/2008,IA,Henry,Other,other,206,9377
11/4/2008,IA,Howard,Obama,democrat,2941,4728
11/4/2008,IA,Howard,McCain,republican,1722,4728
11/4/2008,IA,Howard,Other,other,65,4728
11/4/2008,IA,Humboldt,Obama,democrat,2160,5122
11/4/2008,IA,Humboldt,McCain,republican,2895,5122
11/4/2008,IA,Humboldt,Other,other,67,5122
11/4/2008,IA,Ida,Obama,democrat,1454,3547
11/4/2008,IA,Ida,McCain,republican,2036,3547
11/4/2008,IA,Ida,Other,other,57,3547
11/4/2008,IA,Iowa,Obama,democrat,4202,8546
11/4/2008,IA,Iowa,McCain,republican,4188,8546
11/4/2008,IA,Iowa,Other,other,156,8546
11/4/2008,IA,Jackson,Obama,democrat,6102,9955
11/4/2008,IA,Jackson,McCain,republican,3673,9955
11/4/2008,IA,Jackson,Other,other,180,9955
11/4/2008,IA,Jasper,Obama,democrat,10250,19421
11/4/2008,IA,Jasper,McCain,republican,8794,19421
11/4/2008,IA,Jasper,Other,other,377,19421
11/4/2008,IA,Jefferson,Obama,democrat,5070,8631
11/4/2008,IA,Jefferson,McCain,republican,3324,8631
11/4/2008,IA,Jefferson,Other,other,237,8631
11/4/2008,IA,Johnson,Obama,democrat,51027,72975
11/4/2008,IA,Johnson,McCain,republican,20732,72975
11/4/2008,IA,Johnson,Other,other,1216,72975
11/4/2008,IA,Jones,Obama,democrat,5446,10004
11/4/2008,IA,Jones,McCain,republican,4405,10004
11/4/2008,IA,Jones,Other,other,153,10004
11/4/2008,IA,Keokuk,Obama,democrat,2518,5361
11/4/2008,IA,Keokuk,McCain,republican,2712,5361
11/4/2008,IA,Keokuk,Other,other,131,5361
11/4/2008,IA,Kossuth,Obama,democrat,4625,9097
11/4/2008,IA,Kossuth,McCain,republican,4329,9097
11/4/2008,IA,Kossuth,Other,other,143,9097
11/4/2008,IA,Lee,Obama,democrat,9821,17224
11/4/2008,IA,Lee,McCain,republican,7062,17224
11/4/2008,IA,Lee,Other,other,341,17224
11/4/2008,IA,Linn,Obama,democrat,68037,113355
11/4/2008,IA,Linn,McCain,republican,43626,113355
11/4/2008,IA,Linn,Other,other,1692,113355
11/4/2008,IA,Louisa,Obama,democrat,2523,4920
11/4/2008,IA,Louisa,McCain,republican,2314,4920
11/4/2008,IA,Louisa,Other,other,83,4920
11/4/2008,IA,Lucas,Obama,democrat,2029,4471
11/4/2008,IA,Lucas,McCain,republican,2330,4471
11/4/2008,IA,Lucas,Other,other,112,4471
11/4/2008,IA,Lyon,Obama,democrat,1675,6217
11/4/2008,IA,Lyon,McCain,republican,4471,6217
11/4/2008,IA,Lyon,Other,other,71,6217
11/4/2008,IA,Madison,Obama,democrat,3733,8480
11/4/2008,IA,Madison,McCain,republican,4579,8480
11/4/2008,IA,Madison,Other,other,168,8480
11/4/2008,IA,Mahaska,Obama,democrat,4464,10932
11/4/2008,IA,Mahaska,McCain,republican,6271,10932
11/4/2008,IA,Mahaska,Other,other,197,10932
11/4/2008,IA,Marion,Obama,democrat,7421,17030
11/4/2008,IA,Marion,McCain,republican,9256,17030
11/4/2008,IA,Marion,Other,other,353,17030
11/4/2008,IA,Marshall,Obama,democrat,10023,18657
11/4/2008,IA,Marshall,McCain,republican,8278,18657
11/4/2008,IA,Marshall,Other,other,356,18657
11/4/2008,IA,Mills,Obama,democrat,2976,7282
11/4/2008,IA,Mills,McCain,republican,4183,7282
11/4/2008,IA,Mills,Other,other,123,7282
11/4/2008,IA,Mitchell,Obama,democrat,3179,5766
11/4/2008,IA,Mitchell,McCain,republican,2469,5766
11/4/2008,IA,Mitchell,Other,other,118,5766
11/4/2008,IA,Monona,Obama,democrat,2295,4796
11/4/2008,IA,Monona,McCain,republican,2411,4796
11/4/2008,IA,Monona,Other,other,90,4796
11/4/2008,IA,Monroe,Obama,democrat,1798,3873
11/4/2008,IA,Monroe,McCain,republican,2000,3873
11/4/2008,IA,Monroe,Other,other,75,3873
11/4/2008,IA,Montgomery,Obama,democrat,2326,5287
11/4/2008,IA,Montgomery,McCain,republican,2887,5287
11/4/2008,IA,Montgomery,Other,other,74,5287
11/4/2008,IA,Muscatine,Obama,democrat,10920,19119
11/4/2008,IA,Muscatine,McCain,republican,7929,19119
11/4/2008,IA,Muscatine,Other,other,270,19119
11/4/2008,IA,O_Brien,Obama,democrat,2338,7333
11/4/2008,IA,O_Brien,McCain,republican,4894,7333
11/4/2008,IA,O_Brien,Other,other,101,7333
11/4/2008,IA,Osceola,Obama,democrat,1037,3127
11/4/2008,IA,Osceola,McCain,republican,2027,3127
11/4/2008,IA,Osceola,Other,other,63,3127
11/4/2008,IA,Page,Obama,democrat,2900,7356
11/4/2008,IA,Page,McCain,republican,4351,7356
11/4/2008,IA,Page,Other,other,105,7356
11/4/2008,IA,Palo_Alto,Obama,democrat,2428,4806
11/4/2008,IA,Palo_Alto,McCain,republican,2294,4806
11/4/2008,IA,Palo_Alto,Other,other,84,4806
11/4/2008,IA,Plymouth,Obama,democrat,4629,12512
11/4/2008,IA,Plymouth,McCain,republican,7765,12512
11/4/2008,IA,Plymouth,Other,other,118,12512
11/4/2008,IA,Pocahontas,Obama,democrat,1800,4011
11/4/2008,IA,Pocahontas,McCain,republican,2138,4011
11/4/2008,IA,Pocahontas,Other,other,73,4011
11/4/2008,IA,Polk,Obama,democrat,120984,214386
11/4/2008,IA,Polk,McCain,republican,89668,214386
11/4/2008,IA,Polk,Other,other,3734,214386
11/4/2008,IA,Pottawattamie,Obama,democrat,20436,42320
11/4/2008,IA,Pottawattamie,McCain,republican,21237,42320
11/4/2008,IA,Pottawattamie,Other,other,647,42320
11/4/2008,IA,Poweshiek,Obama,democrat,5519,10031
11/4/2008,IA,Poweshiek,McCain,republican,4340,10031
11/4/2008,IA,Poweshiek,Other,other,172,10031
11/4/2008,IA,Ringgold,Obama,democrat,1236,2689
11/4/2008,IA,Ringgold,McCain,republican,1401,2689
11/4/2008,IA,Ringgold,Other,other,52,2689
11/4/2008,IA,Sac,Obama,democrat,2256,5053
11/4/2008,IA,Sac,McCain,republican,2705,5053
11/4/2008,IA,Sac,Other,other,92,5053
11/4/2008,IA,Scott,Obama,democrat,48927,86371
11/4/2008,IA,Scott,McCain,republican,36365,86371
11/4/2008,IA,Scott,Other,other,1079,86371
11/4/2008,IA,Shelby,Obama,democrat,2863,6453
11/4/2008,IA,Shelby,McCain,republican,3488,6453
11/4/2008,IA,Shelby,Other,other,102,6453
11/4/2008,IA,Sioux,Obama,democrat,3030,16664
11/4/2008,IA,Sioux,McCain,republican,13490,16664
11/4/2008,IA,Sioux,Other,other,144,16664
11/4/2008,IA,Story,Obama,democrat,26548,46575
11/4/2008,IA,Story,McCain,republican,18995,46575
11/4/2008,IA,Story,Other,other,1032,46575
11/4/2008,IA,Tama,Obama,democrat,4899,8850
11/4/2008,IA,Tama,McCain,republican,3820,8850
11/4/2008,IA,Tama,Other,other,131,8850
11/4/2008,IA,Taylor,Obama,democrat,1347,3026
11/4/2008,IA,Taylor,McCain,republican,1607,3026
11/4/2008,IA,Taylor,Other,other,72,3026
11/4/2008,IA,Union,Obama,democrat,3000,5909
11/4/2008,IA,Union,McCain,republican,2781,5909
11/4/2008,IA,Union,Other,other,128,5909
11/4/2008,IA,Van_Buren,Obama,democrat,1546,3608
11/4/2008,IA,Van_Buren,McCain,republican,1986,3608
11/4/2008,IA,Van_Buren,Other,other,76,3608
11/4/2008,IA,Wapello,Obama,democrat,8820,15931
11/4/2008,IA,Wapello,McCain,republican,6663,15931
11/4/2008,IA,Wapello,Other,other,448,15931
11/4/2008,IA,Warren,Obama,democrat,12299,24880
11/4/2008,IA,Warren,McCain,republican,12144,24880
11/4/2008,IA,Warren,Other,other,437,24880
11/4/2008,IA,Washington,Obama,democrat,5170,10626
11/4/2008,IA,Washington,McCain,republican,5247,10626
11/4/2008,IA,Washington,Other,other,209,10626
11/4/2008,IA,Wayne,Obama,democrat,1357,2980
11/4/2008,IA,Wayne,McCain,republican,1565,2980
11/4/2008,IA,Wayne,Other,other,58,2980
11/4/2008,IA,Webster,Obama,democrat,9917,18554
11/4/2008,IA,Webster,McCain,republican,8337,18554
11/4/2008,IA,Webster,Other,other,300,18554
11/4/2008,IA,Winnebago,Obama,democrat,3254,6082
11/4/2008,IA,Winnebago,McCain,republican,2730,6082
11/4/2008,IA,Winnebago,Other,other,98,6082
11/4/2008,IA,Winneshiek,Obama,democrat,6829,11280
11/4/2008,IA,Winneshiek,McCain,republican,4273,11280
11/4/2008,IA,Winneshiek,Other,other,178,11280
11/4/2008,IA,Woodbury,Obama,democrat,21983,44801
11/4/2008,IA,Woodbury,McCain,republican,22219,44801
11/4/2008,IA,Woodbury,Other,other,599,44801
11/4/2008,IA,Worth,Obama,democrat,2567,4257
11/4/2008,IA,Worth,McCain,republican,1612,4257
11/4/2008,IA,Worth,Other,other,78,4257
11/4/2008,IA,Wright,Obama,democrat,3102,6395
11/4/2008,IA,Wright,McCain,republican,3198,6395
11/4/2008,IA,Wright,Other,other,95,6395
11/4/2008,KS,Allen,Obama,democrat,2189,5855
11/4/2008,KS,Allen,McCain,republican,3552,5855
11/4/2008,KS,Allen,Other,other,114,5855
11/4/2008,KS,Anderson,Obama,democrat,1175,3626
11/4/2008,KS,Anderson,McCain,republican,2362,3626
11/4/2008,KS,Anderson,Other,other,89,3626
11/4/2008,KS,Atchison,Obama,democrat,3241,7191
11/4/2008,KS,Atchison,McCain,republican,3791,7191
11/4/2008,KS,Atchison,Other,other,159,7191
11/4/2008,KS,Barber,Obama,democrat,598,2462
11/4/2008,KS,Barber,McCain,republican,1833,2462
11/4/2008,KS,Barber,Other,other,31,2462
11/4/2008,KS,Barton,Obama,democrat,3027,11057
11/4/2008,KS,Barton,McCain,republican,7802,11057
11/4/2008,KS,Barton,Other,other,228,11057
11/4/2008,KS,Bourbon,Obama,democrat,2394,6781
11/4/2008,KS,Bourbon,McCain,republican,4240,6781
11/4/2008,KS,Bourbon,Other,other,147,6781
11/4/2008,KS,Brown,Obama,democrat,1317,4376
11/4/2008,KS,Brown,McCain,republican,2985,4376
11/4/2008,KS,Brown,Other,other,74,4376
11/4/2008,KS,Butler,Obama,democrat,9159,27873
11/4/2008,KS,Butler,McCain,republican,18155,27873
11/4/2008,KS,Butler,Other,other,559,27873
11/4/2008,KS,Chase,Obama,democrat,383,1384
11/4/2008,KS,Chase,McCain,republican,976,1384
11/4/2008,KS,Chase,Other,other,25,1384
11/4/2008,KS,Chautauqua,Obama,democrat,401,1852
11/4/2008,KS,Chautauqua,McCain,republican,1418,1852
11/4/2008,KS,Chautauqua,Other,other,33,1852
11/4/2008,KS,Cherokee,Obama,democrat,3594,9665
11/4/2008,KS,Cherokee,McCain,republican,5886,9665
11/4/2008,KS,Cherokee,Other,other,185,9665
11/4/2008,KS,Cheyenne,Obama,democrat,323,1498
11/4/2008,KS,Cheyenne,McCain,republican,1148,1498
11/4/2008,KS,Cheyenne,Other,other,27,1498
11/4/2008,KS,Clark,Obama,democrat,245,1159
11/4/2008,KS,Clark,McCain,republican,897,1159
11/4/2008,KS,Clark,Other,other,17,1159
11/4/2008,KS,Clay,Obama,democrat,1009,4054
11/4/2008,KS,Clay,McCain,republican,2998,4054
11/4/2008,KS,Clay,Other,other,47,4054
11/4/2008,KS,Cloud,Obama,democrat,1233,4451
11/4/2008,KS,Cloud,McCain,republican,3121,4451
11/4/2008,KS,Cloud,Other,other,97,4451
11/4/2008,KS,Coffey,Obama,democrat,1121,4232
11/4/2008,KS,Coffey,McCain,republican,3054,4232
11/4/2008,KS,Coffey,Other,other,57,4232
11/4/2008,KS,Comanche,Obama,democrat,194,974
11/4/2008,KS,Comanche,McCain,republican,765,974
11/4/2008,KS,Comanche,Other,other,15,974
11/4/2008,KS,Cowley,Obama,democrat,5012,13787
11/4/2008,KS,Cowley,McCain,republican,8492,13787
11/4/2008,KS,Cowley,Other,other,283,13787
11/4/2008,KS,Crawford,Obama,democrat,7957,16075
11/4/2008,KS,Crawford,McCain,republican,7735,16075
11/4/2008,KS,Crawford,Other,other,383,16075
11/4/2008,KS,Decatur,Obama,democrat,343,1548
11/4/2008,KS,Decatur,McCain,republican,1189,1548
11/4/2008,KS,Decatur,Other,other,16,1548
11/4/2008,KS,Dickinson,Obama,democrat,2422,8667
11/4/2008,KS,Dickinson,McCain,republican,6081,8667
11/4/2008,KS,Dickinson,Other,other,164,8667
11/4/2008,KS,Doniphan,Obama,democrat,1115,3564
11/4/2008,KS,Doniphan,McCain,republican,2372,3564
11/4/2008,KS,Doniphan,Other,other,77,3564
11/4/2008,KS,Douglas,Obama,democrat,34398,53398
11/4/2008,KS,Douglas,McCain,republican,17929,53398
11/4/2008,KS,Douglas,Other,other,1071,53398
11/4/2008,KS,Edwards,Obama,democrat,333,1357
11/4/2008,KS,Edwards,McCain,republican,995,1357
11/4/2008,KS,Edwards,Other,other,29,1357
11/4/2008,KS,Elk,Obama,democrat,363,1434
11/4/2008,KS,Elk,McCain,republican,1042,1434
11/4/2008,KS,Elk,Other,other,29,1434
11/4/2008,KS,Ellis,Obama,democrat,4010,12447
11/4/2008,KS,Ellis,McCain,republican,8207,12447
11/4/2008,KS,Ellis,Other,other,230,12447
11/4/2008,KS,Ellsworth,Obama,democrat,851,2938
11/4/2008,KS,Ellsworth,McCain,republican,2021,2938
11/4/2008,KS,Ellsworth,Other,other,66,2938
11/4/2008,KS,Finney,Obama,democrat,3275,10354
11/4/2008,KS,Finney,McCain,republican,6926,10354
11/4/2008,KS,Finney,Other,other,153,10354
11/4/2008,KS,Ford,Obama,democrat,2991,8864
11/4/2008,KS,Ford,McCain,republican,5730,8864
11/4/2008,KS,Ford,Other,other,143,8864
11/4/2008,KS,Franklin,Obama,democrat,4433,11739
11/4/2008,KS,Franklin,McCain,republican,7079,11739
11/4/2008,KS,Franklin,Other,other,227,11739
11/4/2008,KS,Geary,Obama,democrat,3491,8094
11/4/2008,KS,Geary,McCain,republican,4492,8094
11/4/2008,KS,Geary,Other,other,111,8094
11/4/2008,KS,Gove,Obama,democrat,261,1418
11/4/2008,KS,Gove,McCain,republican,1136,1418
11/4/2008,KS,Gove,Other,other,21,1418
11/4/2008,KS,Graham,Obama,democrat,325,1423
11/4/2008,KS,Graham,McCain,republican,1060,1423
11/4/2008,KS,Graham,Other,other,38,1423
11/4/2008,KS,Grant,Obama,democrat,635,2661
11/4/2008,KS,Grant,McCain,republican,1995,2661
11/4/2008,KS,Grant,Other,other,31,2661
11/4/2008,KS,Gray,Obama,democrat,436,2119
11/4/2008,KS,Gray,McCain,republican,1643,2119
11/4/2008,KS,Gray,Other,other,40,2119
11/4/2008,KS,Greeley,Obama,democrat,151,745
11/4/2008,KS,Greeley,McCain,republican,591,745
11/4/2008,KS,Greeley,Other,other,3,745
11/4/2008,KS,Greenwood,Obama,democrat,622,2279
11/4/2008,KS,Greenwood,McCain,republican,1619,2279
11/4/2008,KS,Greenwood,Other,other,38,2279
11/4/2008,KS,Hamilton,Obama,democrat,233,1096
11/4/2008,KS,Hamilton,McCain,republican,844,1096
11/4/2008,KS,Hamilton,Other,other,19,1096
11/4/2008,KS,Harper,Obama,democrat,736,2796
11/4/2008,KS,Harper,McCain,republican,1999,2796
11/4/2008,KS,Harper,Other,other,61,2796
11/4/2008,KS,Harvey,Obama,democrat,6318,15613
11/4/2008,KS,Harvey,McCain,republican,9006,15613
11/4/2008,KS,Harvey,Other,other,289,15613
11/4/2008,KS,Haskell,Obama,democrat,278,1570
11/4/2008,KS,Haskell,McCain,republican,1277,1570
11/4/2008,KS,Haskell,Other,other,15,1570
11/4/2008,KS,Hodgeman,Obama,democrat,211,1096
11/4/2008,KS,Hodgeman,McCain,republican,865,1096
11/4/2008,KS,Hodgeman,Other,other,20,1096
11/4/2008,KS,Jackson,Obama,democrat,2308,6253
11/4/2008,KS,Jackson,McCain,republican,3811,6253
11/4/2008,KS,Jackson,Other,other,134,6253
11/4/2008,KS,Jefferson,Obama,democrat,3542,8950
11/4/2008,KS,Jefferson,McCain,republican,5220,8950
11/4/2008,KS,Jefferson,Other,other,188,8950
11/4/2008,KS,Jewell,Obama,democrat,313,1584
11/4/2008,KS,Jewell,McCain,republican,1231,1584
11/4/2008,KS,Jewell,Other,other,40,1584
11/4/2008,KS,Johnson,Obama,democrat,127091,283432
11/4/2008,KS,Johnson,McCain,republican,152627,283432
11/4/2008,KS,Johnson,Other,other,3714,283432
11/4/2008,KS,Kearny,Obama,democrat,309,1482
11/4/2008,KS,Kearny,McCain,republican,1159,1482
11/4/2008,KS,Kearny,Other,other,14,1482
11/4/2008,KS,Kingman,Obama,democrat,963,3664
11/4/2008,KS,Kingman,McCain,republican,2603,3664
11/4/2008,KS,Kingman,Other,other,98,3664
11/4/2008,KS,Kiowa,Obama,democrat,200,1135
11/4/2008,KS,Kiowa,McCain,republican,912,1135
11/4/2008,KS,Kiowa,Other,other,23,1135
11/4/2008,KS,Labette,Obama,democrat,3839,9031
11/4/2008,KS,Labette,McCain,republican,5001,9031
11/4/2008,KS,Labette,Other,other,191,9031
11/4/2008,KS,Lane,Obama,democrat,193,1027
11/4/2008,KS,Lane,McCain,republican,814,1027
11/4/2008,KS,Lane,Other,other,20,1027
11/4/2008,KS,Leavenworth,Obama,democrat,13255,30591
11/4/2008,KS,Leavenworth,McCain,republican,16791,30591
11/4/2008,KS,Leavenworth,Other,other,545,30591
11/4/2008,KS,Lincoln,Obama,democrat,347,1586
11/4/2008,KS,Lincoln,McCain,republican,1204,1586
11/4/2008,KS,Lincoln,Other,other,35,1586
11/4/2008,KS,Linn,Obama,democrat,1425,4617
11/4/2008,KS,Linn,McCain,republican,3086,4617
11/4/2008,KS,Linn,Other,other,106,4617
11/4/2008,KS,Logan,Obama,democrat,225,1440
11/4/2008,KS,Logan,McCain,republican,1187,1440
11/4/2008,KS,Logan,Other,other,28,1440
11/4/2008,KS,Lyon,Obama,democrat,5924,12911
11/4/2008,KS,Lyon,McCain,republican,6698,12911
11/4/2008,KS,Lyon,Other,other,289,12911
11/4/2008,KS,McPherson,Obama,democrat,4218,13386
11/4/2008,KS,McPherson,McCain,republican,8937,13386
11/4/2008,KS,McPherson,Other,other,231,13386
11/4/2008,KS,Marion,Obama,democrat,1801,6059
11/4/2008,KS,Marion,McCain,republican,4159,6059
11/4/2008,KS,Marion,Other,other,99,6059
11/4/2008,KS,Marshall,Obama,democrat,1784,5036
11/4/2008,KS,Marshall,McCain,republican,3157,5036
11/4/2008,KS,Marshall,Other,other,95,5036
11/4/2008,KS,Meade,Obama,democrat,357,1931
11/4/2008,KS,Meade,McCain,republican,1540,1931
11/4/2008,KS,Meade,Other,other,34,1931
11/4/2008,KS,Miami,Obama,democrat,5742,15377
11/4/2008,KS,Miami,McCain,republican,9382,15377
11/4/2008,KS,Miami,Other,other,253,15377
11/4/2008,KS,Mitchell,Obama,democrat,701,3203
11/4/2008,KS,Mitchell,McCain,republican,2440,3203
11/4/2008,KS,Mitchell,Other,other,62,3203
11/4/2008,KS,Montgomery,Obama,democrat,4338,13907
11/4/2008,KS,Montgomery,McCain,republican,9309,13907
11/4/2008,KS,Montgomery,Other,other,260,13907
11/4/2008,KS,Morris,Obama,democrat,907,2841
11/4/2008,KS,Morris,McCain,republican,1875,2841
11/4/2008,KS,Morris,Other,other,59,2841
11/4/2008,KS,Morton,Obama,democrat,229,1402
11/4/2008,KS,Morton,McCain,republican,1153,1402
11/4/2008,KS,Morton,Other,other,20,1402
11/4/2008,KS,Nemaha,Obama,democrat,1432,5359
11/4/2008,KS,Nemaha,McCain,republican,3817,5359
11/4/2008,KS,Nemaha,Other,other,110,5359
11/4/2008,KS,Neosho,Obama,democrat,2563,7192
11/4/2008,KS,Neosho,McCain,republican,4473,7192
11/4/2008,KS,Neosho,Other,other,156,7192
11/4/2008,KS,Ness,Obama,democrat,289,1525
11/4/2008,KS,Ness,McCain,republican,1207,1525
11/4/2008,KS,Ness,Other,other,29,1525
11/4/2008,KS,Norton,Obama,democrat,497,2415
11/4/2008,KS,Norton,McCain,republican,1878,2415
11/4/2008,KS,Norton,Other,other,40,2415
11/4/2008,KS,Osage,Obama,democrat,2534,7544
11/4/2008,KS,Osage,McCain,republican,4820,7544
11/4/2008,KS,Osage,Other,other,190,7544
11/4/2008,KS,Osborne,Obama,democrat,403,1930
11/4/2008,KS,Osborne,McCain,republican,1490,1930
11/4/2008,KS,Osborne,Other,other,37,1930
11/4/2008,KS,Ottawa,Obama,democrat,704,3086
11/4/2008,KS,Ottawa,McCain,republican,2323,3086
11/4/2008,KS,Ottawa,Other,other,59,3086
11/4/2008,KS,Pawnee,Obama,democrat,882,2879
11/4/2008,KS,Pawnee,McCain,republican,1946,2879
11/4/2008,KS,Pawnee,Other,other,51,2879
11/4/2008,KS,Phillips,Obama,democrat,525,2667
11/4/2008,KS,Phillips,McCain,republican,2105,2667
11/4/2008,KS,Phillips,Other,other,37,2667
11/4/2008,KS,Pottawatomie,Obama,democrat,2599,9837
11/4/2008,KS,Pottawatomie,McCain,republican,6929,9837
11/4/2008,KS,Pottawatomie,Other,other,309,9837
11/4/2008,KS,Pratt,Obama,democrat,1294,4190
11/4/2008,KS,Pratt,McCain,republican,2822,4190
11/4/2008,KS,Pratt,Other,other,74,4190
11/4/2008,KS,Rawlins,Obama,democrat,273,1549
11/4/2008,KS,Rawlins,McCain,republican,1247,1549
11/4/2008,KS,Rawlins,Other,other,29,1549
11/4/2008,KS,Reno,Obama,democrat,9916,26512
11/4/2008,KS,Reno,McCain,republican,16112,26512
11/4/2008,KS,Reno,Other,other,484,26512
11/4/2008,KS,Republic,Obama,democrat,640,2671
11/4/2008,KS,Republic,McCain,republican,1978,2671
11/4/2008,KS,Republic,Other,other,53,2671
11/4/2008,KS,Rice,Obama,democrat,1163,4021
11/4/2008,KS,Rice,McCain,republican,2780,4021
11/4/2008,KS,Rice,Other,other,78,4021
11/4/2008,KS,Riley,Obama,democrat,10495,22997
11/4/2008,KS,Riley,McCain,republican,12111,22997
11/4/2008,KS,Riley,Other,other,391,22997
11/4/2008,KS,Rooks,Obama,democrat,468,2588
11/4/2008,KS,Rooks,McCain,republican,2068,2588
11/4/2008,KS,Rooks,Other,other,52,2588
11/4/2008,KS,Rush,Obama,democrat,504,1781
11/4/2008,KS,Rush,McCain,republican,1225,1781
11/4/2008,KS,Rush,Other,other,52,1781
11/4/2008,KS,Russell,Obama,democrat,736,3293
11/4/2008,KS,Russell,McCain,republican,2509,3293
11/4/2008,KS,Russell,Other,other,48,3293
11/4/2008,KS,Saline,Obama,democrat,8186,22788
11/4/2008,KS,Saline,McCain,republican,14165,22788
11/4/2008,KS,Saline,Other,other,437,22788
11/4/2008,KS,Scott,Obama,democrat,321,2179
11/4/2008,KS,Scott,McCain,republican,1823,2179
11/4/2008,KS,Scott,Other,other,35,2179
11/4/2008,KS,Sedgwick,Obama,democrat,82337,192733
11/4/2008,KS,Sedgwick,McCain,republican,106849,192733
11/4/2008,KS,Sedgwick,Other,other,3547,192733
11/4/2008,KS,Seward,Obama,democrat,1493,5336
11/4/2008,KS,Seward,McCain,republican,3791,5336
11/4/2008,KS,Seward,Other,other,52,5336
11/4/2008,KS,Shawnee,Obama,democrat,41235,84177
11/4/2008,KS,Shawnee,McCain,republican,41476,84177
11/4/2008,KS,Shawnee,Other,other,1466,84177
11/4/2008,KS,Sheridan,Obama,democrat,254,1376
11/4/2008,KS,Sheridan,McCain,republican,1108,1376
11/4/2008,KS,Sheridan,Other,other,14,1376
11/4/2008,KS,Sherman,Obama,democrat,688,2704
11/4/2008,KS,Sherman,McCain,republican,1959,2704
11/4/2008,KS,Sherman,Other,other,57,2704
11/4/2008,KS,Smith,Obama,democrat,446,2204
11/4/2008,KS,Smith,McCain,republican,1719,2204
11/4/2008,KS,Smith,Other,other,39,2204
11/4/2008,KS,Stafford,Obama,democrat,542,2074
11/4/2008,KS,Stafford,McCain,republican,1495,2074
11/4/2008,KS,Stafford,Other,other,37,2074
11/4/2008,KS,Stanton,Obama,democrat,188,827
11/4/2008,KS,Stanton,McCain,republican,628,827
11/4/2008,KS,Stanton,Other,other,11,827
11/4/2008,KS,Stevens,Obama,democrat,283,2127
11/4/2008,KS,Stevens,McCain,republican,1815,2127
11/4/2008,KS,Stevens,Other,other,29,2127
11/4/2008,KS,Sumner,Obama,democrat,3353,10337
11/4/2008,KS,Sumner,McCain,republican,6737,10337
11/4/2008,KS,Sumner,Other,other,247,10337
11/4/2008,KS,Thomas,Obama,democrat,787,3673
11/4/2008,KS,Thomas,McCain,republican,2837,3673
11/4/2008,KS,Thomas,Other,other,49,3673
11/4/2008,KS,Trego,Obama,democrat,420,1671
11/4/2008,KS,Trego,McCain,republican,1225,1671
11/4/2008,KS,Trego,Other,other,26,1671
11/4/2008,KS,Wabaunsee,Obama,democrat,1036,3521
11/4/2008,KS,Wabaunsee,McCain,republican,2395,3521
11/4/2008,KS,Wabaunsee,Other,other,90,3521
11/4/2008,KS,Wallace,Obama,democrat,96,804
11/4/2008,KS,Wallace,McCain,republican,690,804
11/4/2008,KS,Wallace,Other,other,18,804
11/4/2008,KS,Washington,Obama,democrat,659,2980
11/4/2008,KS,Washington,McCain,republican,2248,2980
11/4/2008,KS,Washington,Other,other,73,2980
11/4/2008,KS,Wichita,Obama,democrat,163,1019
11/4/2008,KS,Wichita,McCain,republican,840,1019
11/4/2008,KS,Wichita,Other,other,16,1019
11/4/2008,KS,Wilson,Obama,democrat,1170,4121
11/4/2008,KS,Wilson,McCain,republican,2850,4121
11/4/2008,KS,Wilson,Other,other,101,4121
11/4/2008,KS,Woodson,Obama,democrat,512,1599
11/4/2008,KS,Woodson,McCain,republican,1055,1599
11/4/2008,KS,Woodson,Other,other,32,1599
11/4/2008,KS,Wyandotte,Obama,democrat,39865,57169
11/4/2008,KS,Wyandotte,McCain,republican,16506,57169
11/4/2008,KS,Wyandotte,Other,other,798,57169
11/4/2008,KY,Adair,Obama,democrat,1668,7298
11/4/2008,KY,Adair,McCain,republican,5512,7298
11/4/2008,KY,Adair,Other,other,118,7298
11/4/2008,KY,Allen,Obama,democrat,2024,7390
11/4/2008,KY,Allen,McCain,republican,5258,7390
11/4/2008,KY,Allen,Other,other,108,7390
11/4/2008,KY,Anderson,Obama,democrat,3462,10552
11/4/2008,KY,Anderson,McCain,republican,6885,10552
11/4/2008,KY,Anderson,Other,other,205,10552
11/4/2008,KY,Ballard,Obama,democrat,1427,4060
11/4/2008,KY,Ballard,McCain,republican,2537,4060
11/4/2008,KY,Ballard,Other,other,96,4060
11/4/2008,KY,Barren,Obama,democrat,5434,16807
11/4/2008,KY,Barren,McCain,republican,11133,16807
11/4/2008,KY,Barren,Other,other,240,16807
11/4/2008,KY,Bath,Obama,democrat,2210,4543
11/4/2008,KY,Bath,McCain,republican,2234,4543
11/4/2008,KY,Bath,Other,other,99,4543
